Company_Name,Dependent-Company Status,year of founding,Age of company in years,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Technical proficiencies to analyse and interpret unstructured data,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company340,Failed,2010,4,YouTube for pictures,Analytics|Social Networking|Network / Hosting / Infrastructure,Marketing & Sales,,0,,No,9/1/10,,0,France,Europe,0,0,1,0,1,10,No,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,No Info,No,No,Yes,No,No,Yes,No Info,2,Medium,2,0,No Info,Not Applicable,1,1,2 to 5,10,0,30,10,0,10,20,20,0,0,0,0,0,0,4
Company341,Success,2008,6,Social Media Analytics & Engagement,Analytics|Marketing,Marketing & Sales,Eden Ventures|Seedcamp,48,,yes,1/1/08,1/30/09,400000,United Kingdom,Europe,2,0,4,0,5,50,No,0,None,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,management,Yes,Yes,Both,500,High,0,0,0,None,327,None,27,Medium,Low,No,No,Low,No Info,No,No,Yes,No,No,Yes,No,4,Medium,8,10,0.4,Yes,7,2.516666667,0 to 2,4.595588235,0,6.25,19.66911765,1.5625,5.882352941,2.941176471,1.5625,2.941176471,4.595588235,0,0,0,0,5
Company342,Success,2013,1,"transparent, comparison,product, website",E-Commerce|Analytics,PRICING,,,,No,4/1/13,,0,United Kingdom,Europe,0,0,0,0,1,1,No,0,None,Yes,Small,No,No,No,No,Product,Yes,Public,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18,product design,Yes,Yes,Both,500,Low,1,0,0,Medium,3,Many,33,Low,Low,No,No,Low,No Info,No,No,No,No,No,Yes,No,1,Medium,0,1,No Info,Not Applicable,1,1,5 to 10,0,0,5.555555556,61.11111111,5.555555556,0,5.555555556,0,16.66666667,5.555555556,0,0,0,0,7
Company343,Failed,2010,4,Indoor Positioning Service Provider,Analytics|Software Development,analytics,Jean Pierre Payat,1,,No,1/1/10,2/20/12,0,Sweden,Europe,1,0,2,0,2,50,No,0,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Low,Bachelors,18,tech,Yes,Yes,Tier_2,500,Medium,1,0,0,None,252,Many,25,Low,Low,No,No,High,No Info,No,No,Yes,No,Yes,No,Yes,2,Low,0,16.6,unknown amount,Not Applicable,25,25,0 to 2,31.25,0,6.25,12.5,0,6.25,25,0,0,12.5,0,0,0,6.25,0
Company344,Success,2012,2,Big Data Analytics,Analytics|Telecommunications,Research,AxVentures-Pymar Fund|Ax Ventures,10,,No,6/26/12,7/1/12,0,Argentina,South America,0,1,3,3,4,16,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,No Info,No Info,No Info,Yes,Yes,None,500,Medium,0,0,0,None,0,None,7.5,High,Medium,Yes,No,Low,No Info,No,No,Yes,No,No,Yes,No,4,High,0,16,unknown amount,Not Applicable,1,1,,25,0,37.5,0,0,25,0,12.5,0,0,0,0,0,0,2
Company346,Success,2012,2,Acquire and retain valuable customers,,Marketing & Sales,SV Angel|Founder Collective|High Line Venture Partners|Sam Altman|Valhalla Partners|Varsha Rao|Y Combinator|Paul Buchheit|Fritz Lanman|Hank Vigil,11,0,yes,1/1/11,1/5/12,0,United States,North America,0,0,2,0,2,11,No,0,high,No,Small,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,CSE,Yes,Yes,Tier_1,500,Low,0,0,0,None,No Info,None,No Info,Low,Medium,No,Yes,Medium,Average,No,Yes,Yes,No,No,Yes,No,3,Medium,5,1,No Info,Not Applicable,1,No Info,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company347,Success,2012,2,,,sales,,,,No,,,0,,,1,0,2,0,2,13,No,0,high,No,Large,Yes,No,Yes,Yes,Product,No,no,No,not applicable,Yes,none,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,21,Business,Yes,Yes,Tier_1,500,Medium,1,0,0,High,6,None,36,Medium,Low,No,Yes,Medium,No Info,Yes,No,Yes,No,No,No,No Info,3,Medium,0,13,No Info,Not Applicable,1,1,0 to 2,17.64705882,11.76470588,0,5.882352941,23.52941176,0,11.76470588,0,17.64705882,0,0,11.76470588,0,0,1
Company348,Success,2010,4,Practical Recruiting software,Human Resources (HR)|Career / Job Search,service,,12,0,No,1/1/10,,0,United States,North America,3,0,3,0,3,15,No,0,high,No,Medium,Yes,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18,Mechanical,No,Yes,Tier_1,500,Medium,0,0,0,None,4,None,8,Low,Low,Yes,No,Medium,No Info,No,No,Yes,No,No,No,No Info,2,Low,4,5,No Info,Not Applicable,1,1,0 to 2,14.44444444,0,0,0,0,13.33333333,6.666666667,0,14.44444444,0,0,3.333333333,3.333333333,11.11111111,0
Company350,Success,2012,2,Social Discovery Platform,E-Commerce|Retail,service,,9,0,No,3/23/12,,0,India,Asia,1,0,3,0,3,11,No,0,high,No,Medium,Yes,No,No,No,Product,No,no,No,Unstructured,No Info,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18,Engg,No,Yes,None,500,Low,0,0,0,High,0,None,20,High,Low,No,Yes,Low,No Info,Yes,No,No,No,No,No,No Info,3,Low,0,11,No Info,Not Applicable,1,1,,1.851851852,4.074074074,20.74074074,5.925925926,4.074074074,11.11111111,5.925925926,4.074074074,2.222222222,2.222222222,0,4.444444444,0,0,1
Company351,Success,2013,1,Leveraging Emotions,Analytics,analytics,,2,0,No,1/1/13,,0,Belgium,Europe,1,0,2,0,2,2,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,None,High,No,Low,Masters,21,management,No,Yes,Tier_1,500,None,0,0,0,Medium,5,None,25,Low,Medium,No,No,Medium,No Info,Yes,No,No,No,No,No,No Info,3,Medium,0,2,No Info,Not Applicable,1,1,,2.941176471,0,0,35.29411765,0,2.941176471,2.941176471,2.941176471,0,2.941176471,0,0,0,0,5
Company352,Success,2010,4,Customer Intelligence VoC CEM,Analytics,software ,,27,8,YES,4/1/10,,0,Switzerland,Europe,1,0,1,0,5,32,No,0,None,No,Large,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,No,Platform,global,Linear,Yes,No Info,No,No,No,No,No,No Info,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21,finance,Yes,Yes,None,500,Medium,0,0,0,None,0,No Info,25,No Info,No Info,No Info,No Info,No Info,No Info,No,No Info,Yes,No Info,No Info,No Info,No Info,,No Info,0,10.6,No Info,Not Applicable,1,1,0 to 2,11.76470588,5.882352941,0,0,5.882352941,0,5.882352941,0,11.76470588,5.882352941,0,0,47.05882353,5.882352941,1
Company353,Success,2011,3,Social Media Analytics,Analytics,,,5,0,No,3/14/11,,0,Germany,Europe,3,0,2,0,2,5,No,0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,Yes,Platform,global,Non-Linear,No,No Info,No,No,No,No,No,No Info,No,No,No,No,Online,B2B,None,High,No,Low,Bachelors,18,diploma,Yes,Yes,None,500,Medium,0,0,0,None,1,No Info,18,No Info,No Info,No Info,No Info,No Info,No Info,No,No Info,Yes,No Info,No Info,No Info,No,,No Info,0,2.5,No Info,Not Applicable,1,1,2 to 5,6.25,0,9.375,3.125,3.125,3.125,6.25,3.125,0,12.5,0,0,0,3.125,0
Company355,Success,2013,1,mobile app data provider,Mobile|Analytics,revenue maximization,,,,No,6/1/13,,0,Germany,Europe,0,0,2,1,4,20,No,0,medium,No,Large,No,No,Yes,Yes,Product,Yes,Both,No,Structured,Yes,Both,GLObaL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,mgmt,Yes,Yes,None,500,High,1,1,0,Medium,90,None,18,Low,Medium,No,No,Medium,No Info,No,No,Yes,No,No,Yes,No,2,Medium,6,20,No Info,Not Applicable,1,1,2 to 5,11.76470588,5.882352941,0,5.882352941,5.882352941,11.76470588,17.64705882,0,5.882352941,5.882352941,0,0,29.41176471,0,0
Company356,Success,2012,2,Out of the box BI,Analytics|Enterprise Software,technology,,4,,No,7/1/12,,0,Germany,Europe,6,0,2,0,2,50,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,Both,global,Non-Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18,MGMT,Yes,Yes,Tier_2,228,High,1,1,1,None,0,None,12,High,Low,Yes,No,High,No Info,No,No,Yes,No,No,Yes,No,4,Low,4,50,No Info,Not Applicable,1,1,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company357,Success,2013,1,science. semantic. simple. sisu.,Analytics|Advertising,social media analytics,,,,No,5/1/13,,0,Spain,Europe,1,0,1,0,5,10,No,1,medium,No,Small,No,No,No,No,Service,No,Private,No,Unstructured,No,none,GLOBAL,Linear,Yes,Few,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Online,B2B,None,High,Yes,Low,Masters,21,MBA,Yes,Yes,None,500,High,0,1,0,Medium,293,Many,18,High,Medium,Yes,No,High,No Info,No,No,Yes,No,No,Yes,No,3,High,2,10,No Info,Not Applicable,1,1,0 to 2,15.83333333,8.333333333,4.166666667,33.33333333,7.5,0,15.83333333,0,3.333333333,7.5,0,0,0,4.166666667,2
Company358,Success,2012,2,Standard for reputation,Human Resources (HR)|Enterprise Software|Career / Job Search|Social Networking|Analytics,SOCIAL MEDIA,500 Startups|Seedcamp,11,0,No,7/17/12,,0,Spain,Europe,10,0,4,0,3,10,No,0,medium,No,Large,No,No,No,Yes,Service,No,Public,Yes,Structured,No,Both,GLOBAL,Non-Linear,No,None,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Masters,21,MGMT,Yes,Yes,None,500,Low,0,0,1,Medium,186,Many,14,Low,Low,Yes,No,Low,No Info,Yes,No,No,No,No,Yes,No,3,Medium,4,10,No Info,Not Applicable,1,1,2 to 5,28.57142857,7.142857143,7.142857143,7.142857143,14.28571429,7.142857143,7.142857143,7.142857143,0,0,0,0,7.142857143,7.142857143,4
Company359,Success,2010,4,Media Relations,Analytics,Marketing & Sales,,5,0,No,11/29/10,,0,France,Europe,3,0,3,0,3,14,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,None,Medium,Yes,Medium,Bachelors,18,ECO,Yes,No,None,500,Low,0,0,0,High,247,Many,18,Medium,Low,Yes,No,Medium,No Info,Yes,No,Yes,No,No,No,No,2,Medium,4,4.6,No Info,Not Applicable,1,1,,4.166666667,0,4.166666667,2.083333333,2.083333333,0,10.41666667,0,2.083333333,4.166666667,0,0,0,4.166666667,1
Company360,Success,2013,1,WiFi Analytics,Advertising|Retail|Analytics,analytics,,,,,3/1/13,,0,United Kingdom,Europe,1,0,3,0,3,10,No,0,low,No Info,No Info,No Info,No Info,No Info,No Info,Service,No,Public,No,Structured,Yes,Both,global,Linear,Yes,Many,No,Yes,No,No,No,No,Yes,No,No,No Info,Online,B2B,Low,High,Yes,No Info,Bachelors,18,TECH,Yes,Yes,Both,186,Medium,1,0,0,None,310,Many,31,Medium,No Info,No,No,Medium,No Info,No Info,No Info,Yes,No,No,Yes,No,4,High,25,10,No Info,Not Applicable,1,1,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company361,Success,2011,3,Real Time Location,Analytics,analytics,,0,,No,11/1/11,,0,United Kingdom,Europe,1,0,2,0,2,1,No,0,medium,No,Small,Yes,Yes,No,No,Product,No,Public,No,Structured,Yes,Both,global,Non-Linear,Yes,None,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,TCH,Yes,Yes,None,322,High,1,0,0,None,109,Many,49,Medium,Medium,No,No,Low,No Info,No,No,Yes,No,No,No,No,3,Medium,16,1,No Info,Not Applicable,1,1,0 to 2,5.882352941,0,88.23529412,0,0,0,5.882352941,0,0,0,0,0,0,0,0
Company362,Success,2011,3,a Metaphorical Search Engine,Search|Analytics,technology,,4,,No,1/1/11,,0,United Kingdom,Europe,3,0,3,0,3,10,No,0,medium,No,Medium,Yes,No,No,No,Service,No,Public,No,Structured,No,Both,global,Linear,No,None,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,None,Medium,Yes,Medium,PhD,25,NLP,Yes,Yes,Tier_1,453,Medium,0,0,0,High,7,None,37,Low,High,No,No,Low,No Info,Yes,Yes,No,Yes,No,Yes,No,2,Low,0,5,No Info,Not Applicable,1,1,0 to 5,0,0,44.44444444,2.777777778,0,38.88888889,2.777777778,5.555555556,0,5.555555556,0,0,0,0,1
Company363,Success,2012,2,Order food and drink from your mobile.,Analytics|Hospitality|Mobile|Enterprise Software,Marketing & Sales,,16,7,yes,11/1/12,,0,United Kingdom,Europe,2,0,2,0,3,10,No,2,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,LOCAL,Linear,Yes,None,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Online,B2B,None,Medium,Yes,Low,Masters,21,ECO.POLSC,No,No,Both,500,High,1,1,0,None,110,None,27,Low,Low,No,No,Low,No Info,No,No,No,No,Yes,No,No,1,High,12,10,No Info,Not Applicable,1,1,,19.04761905,0,10.22408964,11.76470588,1.960784314,1.960784314,22.96918768,5.882352941,2.380952381,0,0,0,23.80952381,0,6
Company364,Success,2010,4,Google Analytics for Forms,E-Commerce|Analytics,analytics,,4,0,,1/1/10,,0,United Kingdom,Europe,2,0,2,0,2,10,No,0,low,Yes,No Info,No,No,No,No,Service,No,Public,No,Both,Yes,Both,LOCAL,Non-Linear,No,No Info,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2C,Low,High,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,442,No Info,31,Medium,No Info,No,No,Low,No Info,No Info,No Info,No,No Info,No,No,No,1,Medium,33,10,No Info,Not Applicable,1,1,2 to 5,11.11111111,0,5.555555556,55.55555556,5.555555556,11.11111111,5.555555556,0,5.555555556,0,0,0,0,0,3
Company365,Success,2013,1,,Marketing|E-Commerce|Analytics|Mobile|Advertising,Marketing & Sales,,13,-7,,3/1/13,,0,United Kingdom,Europe,3,0,2,0,1,50,No,0,low,No,No Info,No,No,Yes,Yes,Service,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,No Info,No,No,Yes,No,Yes,No,No,Yes,No,No,Online,B2B,None,High,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,500,High,1,1,0,None,500,Many,50,Low,No Info,No Info,No,Medium,No Info,No Info,No Info,No,No Info,No,Yes,No,2,High,18,50,No Info,Not Applicable,1,1,5 to 10,15,0,10,10,0,0,15,10,20,0,0,5,0,15,2
Company366,Success,2010,4,"seek, explore & share happiness",E-Commerce|Analytics,apps,,,,No,7/1/10,,0,United Kingdom,Europe,1,0,2,0,1,No Info,No,0,None,No,Small,No,No,No,No,Service,Yes,Public,No,Structured,Yes,Both,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Low,No,Low,Bachelors,18,bachelor,No,No,None,500,None,0,0,0,None,0,None,0,High,Low,Yes,No,Medium,No Info,No,No,No,No,No,Yes,No,2,Medium,0,No Info,No Info,Not Applicable,1,1,0 to 2,26.66666667,13.33333333,6.666666667,6.666666667,20,0,20,0,6.666666667,0,0,0,0,0,1
Company367,Success,2011,3,Social media gamification,E-Commerce|Analytics|Social Networking|Marketing,,,2,,,3/5/11,,0,United Kingdom,Europe,0,0,1,0,1,10,No,0,None,No,No Info,No Info,No Info,No Info,No Info,Service,Yes,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,No Info,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Online,B2B,None,Medium,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,0,No Info,35,High,No Info,Yes,No,Low,No Info,No Info,No Info,Yes,No Info,No,No Info,Yes,1,Low,3,5,No Info,Not Applicable,1,1,,0,27.77777778,5.555555556,0,11.11111111,11.11111111,27.77777778,5.555555556,0,0,0,11.11111111,0,0,3
Company369,Success,2007,7,SaaS Marketing Automation,Analytics|Marketing,analytics,,197,2,yes,1/1/07,,0,United States,North America,1,0,2,0,4,5000,No,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,arts,No,Yes,Tier_1,500,Low,0,0,0,High,363,None,21,High,Low,No,No,Low,No Info,Yes,No,No,No,No,Yes,No,2,Medium,2,833.3,No Info,Yes,1,1,5 to 10,6.666666667,0,28.33333333,22.5,3.333333333,3.333333333,22.5,6.666666667,3.333333333,0,0,0,0,3.333333333,5
Company370,Failed,2010,4,YouTube for pictures,Analytics|Social Networking|Network / Hosting / Infrastructure,Marketing & Sales,,0,,No,9/1/10,,0,France,Europe,1,0,1,0,1,1,No,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,No Info,No,No,Yes,No,No,Yes,No,2,Medium,2,0,No Info,Not Applicable,1,1,2 to 5,10,0,30,10,0,10,20,20,0,0,0,0,0,0,4
Company371,Failed,2012,2,Cloud Virtualized DataCenter Analysis,Cloud Computing|Analytics,software ,GCP Capital Partners,14,17,YES,2/10/12,4/2/14,1200000,Austria,Europe,0,0,2,0,2,14,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,Yes,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,21,management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Medium,No Info,No,No,No,No,No,No,No Info,3,Medium,0,No Info,1.2,Not Applicable,20,20,2 to 5,0,0,94.11764706,0,0,0,0,0,0,5.882352941,0,0,0,0,8
Company372,Success,2010,4,Predictive Analytics for Online Media,Media|Analytics,analytics,Lerer Ventures|SV Angel|Kima Ventures|NYC Seed|IA Ventures|SoftBank,5,0,No,3/1/10,1/26/12,1700000,United States,North America,4,0,2,0,3,3,No,0,None,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,fine arts,Yes,No,None,246,None,0,0,0,None,1,None,25,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,3,Medium,0,No Info,1.7,Not Applicable,12,5,2 to 5,15.03267974,0,7.843137255,24.18300654,0,27.58169935,10.32679739,4.183006536,2.222222222,6.666666667,0,0,0,1.960784314,6
Company373,Success,2008,6,,,analytics,Rho Capital Partners,2,0,No,10/1/08,7/7/10,3750000,United States,North America,0,0,3,0,3,3,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21,business,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,14,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,No Info,4,High,0,No Info,3.75,Yes,20,No Info,2 to 5,7.326007326,0,4.945054945,19.78021978,4.761904762,12.63736264,9.706959707,5.128205128,2.380952381,0,0,0,0,0,0
Company374,Failed,2005,9,Enterprise Ready Social Media Monitoring,,analytics,In-Q-Tel|Investor Growth Capital|Ignition Partners|WPP|Centurion Holdings,89,-1,yes,1/1/05,11/12/13,1402652,United States,North America,0,2,3,1,5,87,No,6,high,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,High,High,Yes,Medium,Bachelors,18,economics,Yes,No,None,500,Medium,0,0,0,High,0,None,25,Medium,Low,Yes,No,Medium,Average,No,No,Yes,Yes,No,Yes,No Info,4,High,3,No Info,24,Yes,12,12,5 to 10,0,5.555555556,0,0,11.11111111,0,16.66666667,0,5.555555556,0,0,0,11.11111111,0,7
Company375,Failed,2008,6,The Bloomberg of Wind,Energy,analytics,James P. Lang|Paul Chernick|Mass Clean Energy Center,,,No,7/31/08,1/1/10,1025000,United States,North America,0,0,1,0,1,1,No,0,medium,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21,marketing,Yes,No,Tier_1,500,Medium,0,0,0,High,0,None,14,Low,Low,Yes,No,Medium,No Info,No,No,No,No,No,No,No Info,4,High,0,No Info,1,Yes,24,20,5 to 10,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company378,Failed,2007,7,,Entertainment|Media,operation,Evergreen Venture Partners|Sefi Visiger|Yair Goldfinger|Arik Vardi|Eilon Tirosh,,,No,8/1/07,6/1/07,3500000,Israel,Asia,0,1,2,0,2,9,No,0,None,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,none,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Medium,No Info,No Info,,Yes,No,None,500,Medium,0,0,0,None,0,None,19,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,3,Medium,3,No Info,1,No,2,No Info,0 to 2,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company379,Success,2010,4,Customer Service Wiki,,operation,True Ventures|Bullpen Capital|500 Startups|Founder Collective|Lowercase Capital|Felicis Ventures|SV Angel|Mark Goines|Russ Siegelman|Naval Ravikant|Shervin Pishevar|Joe Beninato|Transmedia Capital,0,-100,No,2/2/10,2/28/12,2700000,United States,North America,12,0,0,0,1,1,No,1,None,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,none,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,High,High,No,Medium,Bachelors,18,aerospace,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,20,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,2,Low,0,No Info,2.7,Not Applicable,10,20,0 to 2,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company380,Success,2005,9,free social web browser,,operation,Bessemer Venture Partners|Shasta Ventures|Catamount Ventures|Fidelity Ventures,33,10,No,1/1/05,5/22/08,15000000,United States,North America,0,2,3,0,2,31,No,2,None,No,Medium,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Low,Bachelors,18,law,Yes,No,Tier_2,500,Medium,0,0,0,None,0,None,23,Medium,Medium,Yes,No,Low,Very Good,No,No,No,No,No,No,No Info,3,High,4,No Info,15,Yes,1,12,2 to 5,7.142857143,0,25,0,0,0,7.142857143,7.142857143,3.571428571,0,0,0,0,0,7
